NC_000023.11,276356,303356,PLCXD1,plus,55344,phosphatidylinositol specific phospholipase C X domain containing 1
NC_000023.11,304759,318796,GTPBP6,minus,8225,GTP binding protein 6 (putative)
NC_000023.11,319145,321332,LINC00685,plus,283981,long intergenic non-protein coding RNA 685
NC_000023.11,333933,386907,PPP2R3B,minus,28227,protein phosphatase 2 regulatory subunit B''beta
NC_000023.11,430021,472756,LOC102724521,plus,102724521,uncharacterized LOC102724521
NC_000023.11,523741,524101,FABP5P13,minus,106480712,fatty acid binding protein 5 pseudogene 13
NC_000023.11,545236,545352,KRT18P53,minus,106478925,keratin 18 pseudogene 53
NC_000023.11,624344,659411,SHOX,plus,6473,short stature homeobox
NC_000023.11,1009720,1010100,RPL14P5,minus,442442,ribosomal protein L14 pseudogene 5
NC_000023.11,1127409,1128785,LOC100418703,plus,100418703,repetin pseudogene
NC_000023.11,1172583,1175114,LOC652608,plus,652608,60S ribosomal protein L6-like
NC_000023.11,1190490,1212649,CRLF2,minus,64109,cytokine receptor like factor 2
NC_000023.11,1268814,1325218,CSF2RA,plus,1438,colony stimulating factor 2 receptor subunit alpha
NC_000023.11,1293546,1293998,LOC124905238,minus,124905238,uncharacterized LOC124905238
NC_000023.11,1293918,1293992,MIR3690,plus,100500894,microRNA 3690
NC_000023.11,1300256,1300375,RNA5SP498,minus,106480770,"RNA, 5S ribosomal pseudogene 498"
NC_000023.11,1336785,1382689,IL3RA,plus,3563,interleukin 3 receptor subunit alpha
NC_000023.11,1337274,1378476,LOC101928032,minus,101928032,uncharacterized LOC101928032
NC_000023.11,1386152,1392113,SLC25A6,minus,293,solute carrier family 25 member 6
NC_000023.11,1392008,1398861,LOC124900597,plus,124900597,serine/arginine repetitive matrix protein 1-like
NC_000023.11,1397025,1399412,LINC00106,plus,751580,long intergenic non-protein coding RNA 106
NC_000023.11,1400531,1415421,ASMTL-AS1,plus,80161,ASMTL antisense RNA 1
NC_000023.11,1403139,1453756,ASMTL,minus,8623,acetylserotonin O-methyltransferase like
NC_000023.11,1462581,1537185,P2RY8,minus,286530,P2Y receptor family member 8
NC_000023.11,1591604,1602520,AKAP17A,plus,8227,A-kinase anchoring protein 17A
NC_000023.11,1615059,1643081,ASMT,plus,438,acetylserotonin O-methyltransferase
NC_000023.11,1732419,1755984,LINC02968,plus,105373105,long intergenic non-protein coding RNA 2968
NC_000023.11,1771053,1784602,LOC105379413,plus,105379413,uncharacterized LOC105379413
NC_000023.11,1879515,1885827,LOC107985677,minus,107985677,uncharacterized LOC107985677
NC_000023.11,2219506,2500976,DHRSX,minus,207063,dehydrogenase/reductase X-linked
NC_000023.11,2321035,2337671,LOC124905239,plus,124905239,uncharacterized LOC124905239
NC_000023.11,2486435,2500976,ZBED1,minus,9189,zinc finger BED-type containing 1
NC_000023.11,2566029,2609167,LOC101928092,minus,101928092,uncharacterized LOC101928092
NC_000023.11,2609191,2609254,MIR6089,plus,102464837,microRNA 6089
NC_000023.11,2609265,2657229,CD99P1,plus,401577,CD99 molecule pseudogene 1
NC_000023.11,2612991,2615347,LINC00102,minus,100359394,long intergenic non-protein coding RNA 102
NC_000023.11,2691295,2741309,CD99,plus,4267,CD99 molecule (Xg blood group)
