NC_000009.12,11987,14525,DDX11L5,plus,100287596,DEAD/H-box helicase 11 like 5 (pseudogene)
NC_000009.12,14513,30487,WASHC1,minus,100287171,WASH complex subunit 1
NC_000009.12,30144,30281,MIR1302-9,plus,100422831,microRNA 1302-9
NC_000009.12,34394,35864,FAM138C,minus,654835,family with sequence similarity 138 member C
NC_000009.12,61997,75298,LOC124902106,plus,124902106,protein piccolo-like
NC_000009.12,72690,88826,PGM5P3-AS1,plus,101929127,PGM5P3 antisense RNA 1
NC_000009.12,73144,73800,PGM5P3,minus,101929157,phosphoglucomutase 5 pseudogene 3
NC_000009.12,100994,115831,LINC01388,minus,101929179,long intergenic non-protein coding RNA 1388
NC_000009.12,116231,118417,FOXD4,minus,2298,forkhead box D4
NC_000009.12,120837,179056,ZNG1A,minus,55871,Zn regulated GTPase metalloprotein activator 1A
NC_000009.12,128602,134972,LOC105375942,minus,105375942,uncharacterized LOC105375942
NC_000009.12,190714,199150,LOC105375943,minus,105375943,uncharacterized LOC105375943
NC_000009.12,211257,465255,DOCK8,plus,81704,dedicator of cytokinesis 8
NC_000009.12,213457,215750,DOCK8-AS1,minus,157983,DOCK8 antisense RNA 1
NC_000009.12,357542,364721,LOC105375945,minus,105375945,uncharacterized LOC105375945
NC_000009.12,454304,459948,LOC124902108,minus,124902108,uncharacterized LOC124902108
NC_000009.12,464774,470129,DOCK8-AS2,minus,112268042,DOCK8 antisense RNA 2
NC_000009.12,470295,746103,KANK1,plus,23189,KN motif and ankyrin repeat domains 1
NC_000009.12,477780,478396,RPL12P25,plus,100270926,ribosomal protein L12 pseudogene 25
NC_000009.12,499254,505553,LOC105375947,minus,105375947,translation initiation factor IF-2-like
NC_000009.12,500259,501693,FAM217AP1,plus,100133062,family with sequence similarity 217 member A pseudogene 1
NC_000009.12,558826,558930,RNU6-1327P,plus,106481599,"RNA, U6 small nuclear 1327, pseudogene"
NC_000009.12,659889,660521,EIF1P1,plus,100505855,eukaryotic translation initiation factor 1 pseudogene 1
NC_000009.12,706908,710642,LOC107987042,minus,107987042,"phosphatidylinositol 4,5-bisphosphate 5-phosphatase A-like"
NC_000009.12,747249,761381,LOC124902109,minus,124902109,uncharacterized LOC124902109
NC_000009.12,805236,826756,LOC105375949,minus,105375949,uncharacterized LOC105375949
NC_000009.12,841697,969090,DMRT1,plus,1761,doublesex and mab-3 related transcription factor 1
NC_000009.12,976655,991732,DMRT3,plus,58524,doublesex and mab-3 related transcription factor 3
NC_000009.12,1001858,1001963,RNU6-1073P,minus,106481518,"RNA, U6 small nuclear 1073, pseudogene"
NC_000009.12,1011085,1011799,H3P29,plus,115482721,H3 histone pseudogene 29
NC_000009.12,1048143,1048641,LINC01230,plus,102800446,long intergenic non-protein coding RNA 1230
NC_000009.12,1050357,1057552,DMRT2,plus,10655,doublesex and mab-3 related transcription factor 2
NC_000009.12,1164414,1164867,RPS27AP14,minus,100271378,RPS27A pseudogene 14
NC_000009.12,1298268,1480891,LOC102723803,plus,102723803,uncharacterized LOC102723803
NC_000009.12,1333837,1333953,RNA5SP279,plus,100873532,"RNA, 5S ribosomal pseudogene 279"
NC_000009.12,1701337,1962697,LOC105375951,plus,105375951,uncharacterized LOC105375951
NC_000009.12,1924935,1930379,LOC105375952,minus,105375952,uncharacterized LOC105375952
NC_000009.12,2015347,2193624,SMARCA2,plus,6595,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
NC_000009.12,2162763,2162953,RNU2-25P,minus,106480208,"RNA, U2 small nuclear 25, pseudogene"
NC_000009.12,2171885,2242619,LOC107987043,minus,107987043,uncharacterized LOC107987043
NC_000009.12,2228961,2229241,RN7SL592P,minus,106481851,"RNA, 7SL, cytoplasmic 592, pseudogene"
NC_000009.12,2289100,2296903,LOC105375955,plus,105375955,uncharacterized LOC105375955
NC_000009.12,2385155,2506536,LOC101930053,minus,101930053,uncharacterized LOC101930053
NC_000009.12,2407783,2429934,LOC105375956,plus,105375956,uncharacterized LOC105375956
NC_000009.12,2535652,2622373,VLDLR-AS1,minus,401491,VLDLR antisense RNA 1
NC_000009.12,2621787,2660056,VLDLR,plus,7436,very low density lipoprotein receptor
NC_000009.12,2649184,2694461,LOC105375957,minus,105375957,uncharacterized LOC105375957
NC_000009.12,2717510,2730037,KCNV2,plus,169522,potassium voltage-gated channel modifier subfamily V member 2
NC_000009.12,2804152,2844095,PUM3,minus,9933,pumilio RNA binding family member 3
NC_000009.12,2875387,2876524,GPS2P1,minus,392281,G protein pathway suppressor 2 pseudogene 1
NC_000009.12,2900249,2900846,ATP5PDP2,minus,138234,ATP synthase peripheral stalk subunit d pseudogene 2
NC_000009.12,2943562,3053404,CARM1P1,minus,100130873,coactivator associated arginine methyltransferase 1 pseudogene 1
NC_000009.12,3181589,3200500,LINC01231,plus,101929247,long intergenic non-protein coding RNA 1231
NC_000009.12,3194427,3195799,LOC105375959,minus,105375959,uncharacterized LOC105375959
NC_000009.12,3218297,3526001,RFX3,minus,5991,regulatory factor X3
NC_000009.12,3526485,3639442,LOC124902110,plus,124902110,uncharacterized LOC124902110
NC_000009.12,3668086,3691756,RFX3-DT,plus,101929302,RFX3 divergent transcript
NC_000009.12,3791783,3802610,LOC105375962,plus,105375962,uncharacterized LOC105375962
NC_000009.12,3824127,4490465,GLIS3,minus,169792,GLIS family zinc finger 3
