NC_000015.10,19883614,19883716,RNU6-978P,plus,106479998,"RNA, U6 small nuclear 978, pseudogene"
NC_000015.10,19964656,19965101,IGHV1OR15-9,minus,390531,immunoglobulin heavy variable 1/OR15-9 (non-functional)
NC_000015.10,19966630,19968365,SLC20A1P3,minus,646052,solute carrier family 20 member 1 pseudogene 3
NC_000015.10,19972739,19973305,IGHV1OR15-2,minus,100287128,immunoglobulin heavy variable 1/OR15-2 (pseudogene)
NC_000015.10,20012715,20014688,FAM30B,plus,105379202,family with sequence similarity 30 member B
NC_000015.10,20046294,20048297,LOC646071,minus,646071,disintegrin and metalloproteinase domain-containing protein 21-like
NC_000015.10,20073700,20074476,BCAR1P1,minus,100533717,BCAR1 pseudogene 1
NC_000015.10,20095733,20096029,RN7SL584P,minus,106480519,"RNA, 7SL, cytoplasmic 584, pseudogene"
NC_000015.10,20120886,20128834,LOC105379203,minus,105379203,uncharacterized LOC105379203
NC_000015.10,20153776,20160826,BMS1P15,plus,642311,BMS1 pseudogene 15
NC_000015.10,20228419,20276864,RHPN2P1,minus,646090,rhophilin Rho GTPase binding protein 2 pseudogene 1
NC_000015.10,20282744,20291558,CHEK2P2,plus,646096,CHEK2 pseudogene 2
NC_000015.10,20295653,20332127,LOC124903442,plus,124903442,uncharacterized LOC124903442
NC_000015.10,20352086,20352181,LOC124903613,minus,124903613,uncharacterized LOC124903613
NC_000015.10,20408396,20506180,HERC2P3,minus,283755,HERC2 pseudogene 3
NC_000015.10,20515745,20520713,LOC100996379,plus,100996379,E3 ubiquitin-protein ligase HERC2
NC_000015.10,20531856,20541800,GOLGA6L6,minus,727832,golgin A6 family like 6
NC_000015.10,20547226,20547706,MPHOSPH10P4,minus,100631265,MPHOSPH10 pseudogene 4
NC_000015.10,20562349,20575703,GOLGA8CP,plus,729786,"golgin A8 family member C, pseudogene"
NC_000015.10,20570886,20571175,RN7SL759P,plus,106479498,"RNA, 7SL, cytoplasmic 759, pseudogene"
NC_000015.10,20593363,20597348,SPATA31E2P,minus,646177,"SPATA31 subfamily E member 2, pseudogene"
NC_000015.10,20626633,20628654,LOC401805,minus,401805,ring finger protein 145 pseudogene
NC_000015.10,20639466,20639714,IGHV1OR15-6,minus,28320,immunoglobulin heavy variable 1/OR15-6 (pseudogene)
NC_000015.10,20669468,20756151,NBEAP1,minus,606,neurobeachin pseudogene 1
NC_000015.10,20738679,20738785,RNU6-498P,plus,106481338,"RNA, U6 small nuclear 498, pseudogene"
NC_000015.10,20773108,20774734,LOC124903443,plus,124903443,uncharacterized LOC124903443
NC_000015.10,20775462,20776225,LONRF2P3,minus,100421809,LONRF2 pseudogene 3
NC_000015.10,20803791,20804886,LOC100287357,minus,100287357,"CXADR, Ig-like cell adhesion molecule pseudogene"
NC_000015.10,20813290,20814973,GRAMD4P5,plus,100631249,GRAM domain containing 4 pseudogene 5
NC_000015.10,20832795,20832869,MIR3118-2,plus,100422949,microRNA 3118-2
NC_000015.10,20835372,20866314,POTEB2,minus,100287399,POTE ankyrin domain family member B2
NC_000015.10,20855251,20855357,RNU6-749P,minus,106480606,"RNA, U6 small nuclear 749, pseudogene"
NC_000015.10,20890117,20890615,VN1R60P,minus,100312812,vomeronasal 1 receptor 60 pseudogene
NC_000015.10,20893107,20893962,VN1R61P,minus,100312813,vomeronasal 1 receptor 61 pseudogene
NC_000015.10,20900539,20902075,ZNF519P2,minus,100287908,zinc finger protein 519 pseudogene 2
NC_000015.10,20916682,20935708,NF1P1,minus,100419006,neurofibromin 1 pseudogene 1
NC_000015.10,20940252,20940333,MIR5701-1,plus,100847060,microRNA 5701-1
NC_000015.10,20940438,20993304,LINC01193,plus,348120,long intergenic non-protein coding RNA 1193
NC_000015.10,20960662,20961607,OR11J2P,plus,81110,olfactory receptor family 11 subfamily J member 2 pseudogene
NC_000015.10,20969250,20970209,OR11J5P,minus,403226,olfactory receptor family 11 subfamily J member 5 pseudogene
NC_000015.10,21003277,21049836,FAM30C,plus,654499,family with sequence similarity 30 member C
NC_000015.10,21010423,21010609,IGHD5OR15-5B,minus,28326,immunoglobulin heavy diversity 5/OR15-5B (non-functional)
NC_000015.10,21053002,21055005,LOC283804,minus,283804,disintegrin and metalloproteinase domain-containing protein 21-like
NC_000015.10,21080813,21081589,BCAR1P2,minus,100533718,BCAR1 pseudogene 2
