NC_000020.11,87672,97094,DEFB125,plus,245938,defensin beta 125
NC_000020.11,142590,145751,DEFB126,plus,81623,defensin beta 126
NC_000020.11,157454,159163,DEFB127,plus,140850,defensin beta 127
NC_000020.11,187853,189711,DEFB128,minus,245939,defensin beta 128
NC_000020.11,227258,229886,DEFB129,plus,140881,defensin beta 129
NC_000020.11,257724,261096,DEFB132,plus,400830,defensin beta 132
NC_000020.11,270863,290750,C20orf96,minus,140680,chromosome 20 open reading frame 96
NC_000020.11,297570,300321,ZCCHC3,plus,85364,zinc finger CCHC-type containing 3
NC_000020.11,319687,325252,NRSN2-AS1,minus,100507459,NRSN2 antisense RNA 1
NC_000020.11,325552,330224,SOX12,plus,6666,SRY-box transcription factor 12
NC_000020.11,346266,348690,LOC101929937,minus,101929937,serine/arginine repetitive matrix protein 2-like
NC_000020.11,347111,354862,NRSN2,plus,80023,neurensin 2
NC_000020.11,380760,397559,TRIB3,plus,57761,tribbles pseudokinase 3
NC_000020.11,408299,432139,RBCK1,plus,10616,RANBP2-type and C3HC4-type zinc finger containing 1
NC_000020.11,435480,462533,TBC1D20,minus,128637,TBC1 domain family member 20
NC_000020.11,472498,543790,CSNK2A1,minus,1457,casein kinase 2 alpha 1
NC_000020.11,604257,610309,TCF15,minus,6939,transcription factor 15
NC_000020.11,646615,653200,SRXN1,minus,140809,sulfiredoxin 1
NC_000020.11,652953,658847,LOC107985423,plus,107985423,uncharacterized LOC107985423
NC_000020.11,661596,675802,SCRT2,minus,85508,scratch family transcriptional repressor 2
NC_000020.11,760080,780033,SLC52A3,minus,113278,solute carrier family 52 member 3
NC_000020.11,833715,846277,FAM110A,plus,83541,family with sequence similarity 110 member A
NC_000020.11,839401,840015,RPS10P5,minus,93144,ribosomal protein S10 pseudogene 5
NC_000020.11,869900,916334,ANGPT4,minus,51378,angiopoietin 4
NC_000020.11,870952,876165,LOC124904854,plus,124904854,uncharacterized LOC124904854
NC_000020.11,913439,938216,LOC105372492,plus,105372492,uncharacterized LOC105372492
NC_000020.11,958452,1002311,RSPO4,minus,343637,R-spondin 4
NC_000020.11,1113263,1172246,PSMF1,plus,9491,proteasome inhibitor subunit 1
NC_000020.11,1117852,1118448,LOC105372493,minus,105372493,uncharacterized LOC105372493
NC_000020.11,1160512,1162195,ACTG1P3,plus,75,actin gamma 1 pseudogene 3
NC_000020.11,1174788,1179952,LOC124904855,plus,124904855,uncharacterized LOC124904855
NC_000020.11,1180570,1189409,TMEM74B,minus,55321,transmembrane protein 74B
NC_000020.11,1203454,1209076,C20orf202,plus,400831,chromosome 20 open reading frame 202
NC_000020.11,1226044,1255876,RAD21L1,plus,642636,RAD21 cohesin complex component like 1
NC_000020.11,1266294,1309327,SNPH,plus,9751,syntaphilin
NC_000020.11,1309909,1393172,FKBP1A-SDCBP2,minus,100528031,FKBP1A-SDCBP2 readthrough (NMD candidate)
NC_000020.11,1309909,1329139,SDCBP2,minus,27111,syndecan binding protein 2
NC_000020.11,1320435,1324369,LOC124904856,plus,124904856,uncharacterized LOC124904856
NC_000020.11,1325343,1378735,SDCBP2-AS1,plus,100507495,SDCBP2 antisense RNA 1
NC_000020.11,1368978,1393054,FKBP1A,minus,2280,FKBP prolyl isomerase 1A
NC_000020.11,1392900,1392961,MIR6869,minus,102465524,microRNA 6869
NC_000020.11,1405146,1424965,LOC105372497,minus,105372497,uncharacterized LOC105372497
NC_000020.11,1442166,1466849,NSFL1C,minus,55968,NSFL1 cofactor
NC_000020.11,1470685,1491420,SIRPB2,minus,284759,signal regulatory protein beta 2
NC_000020.11,1512561,1550193,LOC105372499,plus,105372499,uncharacterized LOC105372499
NC_000020.11,1515587,1521622,LOC105372498,minus,105372498,uncharacterized LOC105372498
NC_000020.11,1529056,1529159,RNU6-917P,minus,106479971,"RNA, U6 small nuclear 917, pseudogene"
NC_000020.11,1534251,1557705,SIRPD,minus,128646,signal regulatory protein delta
NC_000020.11,1558007,1561537,LOC107985409,plus,107985409,uncharacterized LOC107985409
NC_000020.11,1561385,1620009,SIRPB1,minus,10326,signal regulatory protein beta 1
NC_000020.11,1629152,1686455,SIRPG,minus,55423,signal regulatory protein gamma
